term,index,definition
common trust fund,title-26_subtitle-A_chapter-1_subchapter-H_part-I_section-584_subsection-a,"means a fund maintained by a bank— (1) exclusively for the collective investment and reinvestment of moneys contributed thereto by the bank in its capacity— (A) as a trustee, executor, administrator, or guardian, or (B) as a custodian of accounts— (i) which the Secretary determines are established pursuant to a State law which is substantially similar to the Uniform Gifts to Minors Act as published by the American Law Institute, and (ii) with respect to which the bank establishes, to the satisfaction of the Secretary, that it has duties and responsibilities similar to duties and responsibilities of a trustee or guardian; and (2) in conformity with the rules and regulations, prevailing from time to time, of the Board of Governors of the Federal Reserve System or the Comptroller of the Currency pertaining to the collective investment of trust funds by national banks."
applicable taxpayer,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-C_section-36B_subsection-c,"means, with respect to any taxable year, a taxpayer whose household income for the taxable year equals or exceeds 100 percent but does not exceed 400 percent of an amount equal to the poverty line for a family of the size involved."
applicable taxpayer,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-50_subsection-a,means any taxpayer who has been allowed a credit under section 48D(a) for any prior taxable year.
applicable taxpayer,title-26_subtitle-A_chapter-1_subchapter-A_part-VII_section-59A_subsection-e,"means, with respect to any taxable year, a taxpayer— (A) which is a corporation other than a regulated investment company, a real estate investment trust, or an S corporation, (B) the average annual gross receipts of which for the 3-taxable-year period ending with the preceding taxable year are at least $500,000,000, and (C) the base erosion percentage (as determined under subsection (c)(4)) of which for the taxable year is 3 percent (2 percent in the case of a taxpayer described in subsection (b)(3)(B)) or higher."
applicable taxpayer,title-26_subtitle-F_chapter-77_section-7526A_subsection-e,"means a taxpayer whose income for the taxable year does not exceed an amount equal to the completed phaseout amount under section 32(b) for a married couple filing a joint return with three or more qualifying children, as determined in a revenue procedure or other published guidance."
potential current beneficiary,title-26_subtitle-A_chapter-1_subchapter-S_part-I_section-1361_subsection-e,"means, with respect to any period, any person who at any time during such period is entitled to, or at the discretion of any person may receive, a distribution from the principal or income of the trust (determined without regard to any power of appointment to the extent such power remains unexercised at the end of such period)."
potential current beneficiary,title-26_subtitle-A_chapter-1_subchapter-S_part-I_section-1361_subsection-e,does not include any person who first met the requirements of the preceding sentence during the 1-year period ending on the date of such disposition.
35-percent controlled entity,title-26_subtitle-D_chapter-42_subchapter-D_section-4958_subsection-f,"means— (i) a corporation in which persons described in subparagraph (A) or (B) of paragraph (1) own more than 35 percent of the total combined voting power, (ii) a partnership in which such persons own more than 35 percent of the profits interest, and (iii) a trust or estate in which such persons own more than 35 percent of the beneficial interest."
eligible small business,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-38_subsection-c,"means, with respect to any taxable year— (i) a corporation the stock of which is not publicly traded, (ii) a partnership, or (iii) a sole proprietorship, (B) Treatment of partners and S corporation shareholders For purposes of paragraph (4)(B)(ii), any credit determined under section 41 with respect to a partnership or S corporation shall not be treated as a specified credit by any partner or shareholder unless such partner or shareholder meets the gross receipts test under subparagraph (A) for the taxable year in which such credit is treated as a current year business credit."
eligible small business,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-41_subsection-b,"means a small business with respect to which the taxpayer does not own (within the meaning of section 318) 50 percent or more of— (I) in the case of a corporation, the outstanding stock of the corporation (either by vote or value), and (II) in the case of a small business which is not a corporation, the capital and profits interests of the small business."
eligible small business,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-44_subsection-b,"means any person if— (1) either— (A) the gross receipts of such person for the preceding taxable year did not exceed $1,000,000, or (B) in the case of a person to which subparagraph (A) does not apply, such person employed not more than 30 full-time employees during the preceding taxable year, and (2) such person elects the application of this section for the taxable year."
passive foreign investment company,title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-D_section-1297_subsection-a,"means any foreign corporation if— (1) 75 percent or more of the gross income of such corporation for the taxable year is passive income, or (2) the average percentage of assets (as determined in accordance with subsection (e)) held by such corporation during the taxable year which produce passive income or which are held for the production of passive income is at least 50 percent."
qualifying insurance company,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-F_section-953_subsection-e,"means any controlled foreign corporation which— (A) is subject to regulation as an insurance (or reinsurance) company by its home country, and is licensed, authorized, or regulated by the applicable insurance regulatory body for its home country to sell insurance, reinsurance, or annuity contracts to persons other than related persons (within the meaning of section 954(d)(3)) in such home country, (B) derives more than 50 percent of its aggregate net written premiums from the issuance or reinsurance by such controlled foreign corporation and each of its qualifying insurance company branches of contracts— (i) covering applicable home country risks (as defined in paragraph (2)) of such corporation or branch, as the case may be, and (ii) with respect to which no policyholder, insured, annuitant, or beneficiary is a related person (as defined in section 954(d)(3)), (C) is engaged in the insurance business and would be subject to tax under subchapter L if it were a domestic corporation."
