term,type,index,definition
government official,Entity,title-26_subtitle-D_chapter-42_subchapter-A_section-4946_subsection-c,"means, with respect to an act of self-dealing described in section 4941, an individual who, at the time of such act, holds any of the following offices or positions (other than as a ""special Government employee"", as defined in section 202(a) of title 18, United States Code): (1) an elective public office in the executive or legislative branch of the Government of the United States, (2) an office in the executive or judicial branch of the Government of the United States, appointment to which was made by the President, (3) a position in the executive, legislative, or judicial branch of the Government of the United States— (A) which is listed in schedule C of rule VI of the Civil Service Rules, or (B) the compensation for which is equal to or greater than the lowest rate of basic pay for the Senior Executive Service under section 5382 of title 5, United States Code, (4) a position under the House of Representatives or the Senate of the United States held by an individual receiving gross compensation at an annual rate of $15,000 or more, (5) an elective or appointive public office in the executive, legislative, or judicial branch of the government of a State, possession of the United States, or political subdivision or other area of any of the foregoing, or of the District of Columbia, held by an individual receiving gross compensation at an annual rate of $20,000 or more, (6) a position as personal or executive assistant or secretary to any of the foregoing, or (7) a member of the Internal Revenue Service Oversight Board."
employee stock purchase plan,Entity,title-26_subtitle-A_chapter-1_subchapter-D_part-II_section-423_subsection-b,means a plan which meets the following requirements: (1) the plan provides that options are to be granted only to employees of the employer corporation or of its parent or subsidiary corporation to purchase stock in any such corporation; (2) such plan is approved by the stockholders of the granting corporation within 12 months before or after the date such plan is adopted; (3) under
deferred foreign income corporation,Entity,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-F_section-965_subsection-d,"means, with respect to any United States shareholder, any specified foreign corporation of such United States shareholder which has accumulated post-1986 deferred foreign income (as of the date referred to in paragraph (1) or (2) of subsection (a)) greater than zero."
sanctioned whaling activities,Entity,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-170_subsection-n,means subsistence bowhead whale hunting activities conducted pursuant to the management plan of the Alaska Eskimo Whaling Commission.
eligible employer,Entity,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45E_subsection-c,meaning given such term by section 408(p)(2)(C)(i).
eligible employer,Entity,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45N_subsection-c,means any taxpayer which employs individuals as miners in underground mines in the United States.
eligible employer,Entity,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45S_subsection-c,"means any employer who has in place a written policy that meets the following requirements: (A) The policy provides— (i) in the case of a qualifying employee who is not a part-time employee (as defined in section 4980E(d)(4)(B)), not less than 2 weeks of annual paid family and medical leave, and (ii) in the case of a qualifying employee who is a part-time employee, an amount of annual paid family and medical leave that is not less than an amount which bears the same ratio to the amount of annual paid family and medical leave that is provided to a qualifying employee described in clause (i) as— (I) the number of hours the employee is expected to work during any week, bears to (II) the number of hours an equivalent qualifying employee described in clause (i) is expected to work during the week."
eligible employer,Entity,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45T_subsection-c,meaning given such term in section 408(p)(2)(C)(i).
eligible employer,Entity,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-125_subsection-j,"means, with respect to any year, any employer if such employer employed an average of 100 or fewer employees on business days during either of the 2 preceding years."
eligible employer,Entity,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-401_subsection-k,"means any employer if the employer does not maintain a qualified plan with respect to which contributions are made, or benefits are accrued, for service in the year for which the determination is being made."
eligible employer,Entity,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-403_subsection-b,"means any employer if the employer does not maintain a qualified plan with respect to which contributions are made, or benefits are accrued, for service in the year for which the determination is being made."
eligible employer,Entity,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-408_subsection-p,"means, with respect to any year, an employer which had no more than 100 employees who received at least $5,000 of compensation from the employer for the preceding year."
eligible employer,Entity,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-457_subsection-e,"means— (A) a State, political subdivision of a State, and any agency or instrumentality of a State or political subdivision of a State, and (B) any other organization (other than a governmental unit) exempt from tax under this subtitle."
eligible employer,Entity,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-457_subsection-e,"meaning of section 402(c)(4)), (ii) the employee transfers any portion of the property such employee receives in such distribution to an eligible retirement plan described in section 402(c)(8)(B), and (iii) in the case of a distribution of property other than money, the amount so transferred consists of the property distributed, (B) Certain rules made applicable The rules of paragraphs (2) through (7), (9), and (11) of section 402(c) and section 402(f) shall apply for purposes of subparagraph (A)."
eligible employer,Entity,title-26_subtitle-C_chapter-21_subchapter-D_section-3134_subsection-c,"means any employer— (i) which was carrying on a trade or business during the calendar quarter for which the credit is determined under subsection (a), and (ii) with respect to any calendar quarter, for which— (I) the operation of the trade or business described in clause (i) is fully or partially suspended during the calendar quarter due to orders from an appropriate governmental authority limiting commerce, travel, or group meetings (for commercial, social, religious, or other purposes) due to the coronavirus disease 2019 (COVID–19), (II) the gross receipts (within the meaning of section 448(c)) of such employer for such calendar quarter are less than 80 percent of the gross receipts of such employer for the same calendar quarter in calendar year 2019, or (III) the employer is a recovery startup business (as defined in paragraph (5))."
eligible employer,Entity,title-26_subtitle-F_chapter-77_section-7528_subsection-b,means an eligible employer (as defined in section 408(p)(2)(C)(i)(I)) which has at least 1 employee who is not a highly compensated employee (as defined in section 414(q)) and is participating in the plan.
eligible employer,Entity,title-26_subtitle-K_chapter-100_subchapter-C_section-9831_subsection-d,"means an employer that— (i) is not an applicable large employer as defined in section 4980H(c)(2), and (ii) does not offer a group health plan to any of its employees."
